totalRequestTime,loadSeconds,evalTokensPerSecond,modelName,promptTokenCount,outputTokenCount,timestamp
4.633285,0.161539,22.41211,anatomy-tutor-fast,526.0,99.0,2026-06-26 13:23:32
2.009111,0.1622844,21.61455,anatomy-tutor-fast,619.0,35.0,2026-06-26 13:23:34
4.716267,0.1685129,20.93476,anatomy-tutor-fast,549.0,90.0,2026-06-26 13:23:39
2.222886,0.1638482,22.59237,anatomy-tutor-fast,526.0,42.0,2026-06-26 13:23:41
2.406011,0.1654115,22.63988,anatomy-tutor-fast,465.0,46.0,2026-06-26 13:23:44
3.314427,0.1637666,22.59865,anatomy-tutor-fast,503.0,66.0,2026-06-26 13:23:48
4.352253,0.1678929,23.34863,anatomy-tutor-fast,573.0,92.0,2026-06-26 13:23:52
1.472399,0.1565408,31.74401,anatomy-tutor-fast,485.0,4.0,2026-06-26 13:23:54
1.176268,0.1595869,25.84468,anatomy-tutor-fast,507.0,22.0,2026-06-26 13:23:55
0.4875888,0.1715239,29.68614,anatomy-tutor-fast,485.0,4.0,2026-06-26 13:23:56
0.5358873,0.157177,29.83353,anatomy-tutor-fast,458.0,6.0,2026-06-26 13:23:57
1.201333,0.152272,33.68194,anatomy-tutor-fast,442.0,4.0,2026-06-26 13:23:58
5.753238,0.1791726,25.32285,anatomy-tutor-fast,572.0,107.0,2026-06-26 13:24:04
1.354887,0.1529761,49.93384,anatomy-tutor-fast,519.0,2.0,2026-06-26 13:24:05
