totalRequestTime,loadSeconds,evalTokensPerSecond,modelName,promptTokenCount,outputTokenCount,timestamp
0.9383061,0.1730089,169.7208,anatomy-tutor-fast,535.0,105.0,2026-06-30 19:14:28
0.497692,0.153928,238.3881,anatomy-tutor-fast,593.0,75.0,2026-06-30 19:14:28
0.4362212,0.1555546,231.319,anatomy-tutor-fast,558.0,58.0,2026-06-30 19:14:29
0.4955915,0.1547586,242.1732,anatomy-tutor-fast,470.0,76.0,2026-06-30 19:14:30
0.5242838,0.1528797,228.7177,anatomy-tutor-fast,551.0,79.0,2026-06-30 19:14:31
0.5434926,0.1489382,228.0756,anatomy-tutor-fast,708.0,82.0,2026-06-30 19:14:31
0.492507,0.1515912,223.7202,anatomy-tutor-fast,494.0,69.0,2026-06-30 19:14:32
0.5691097,0.1503735,245.7594,anatomy-tutor-fast,421.0,97.0,2026-06-30 19:14:33
0.5038402,0.1563624,227.6413,anatomy-tutor-fast,605.0,72.0,2026-06-30 19:14:34
0.59099,0.1576609,222.2861,anatomy-tutor-fast,424.0,89.0,2026-06-30 19:14:35
0.6802915,0.1600282,173.9547,anatomy-tutor-fast,592.0,85.0,2026-06-30 19:14:35
0.526841,0.1559527,238.4709,anatomy-tutor-fast,489.0,81.0,2026-06-30 19:14:36
0.5089486,0.1536437,232.5709,anatomy-tutor-fast,512.0,76.0,2026-06-30 19:14:37
0.6639744,0.1618241,223.5593,anatomy-tutor-fast,572.0,104.0,2026-06-30 19:14:38
0.428916,0.1544219,233.8644,anatomy-tutor-fast,485.0,57.0,2026-06-30 19:14:39
0.4894304,0.1627498,228.414,anatomy-tutor-fast,585.0,67.0,2026-06-30 19:14:39
0.5429899,0.1501526,242.3642,anatomy-tutor-fast,540.0,88.0,2026-06-30 19:14:40
0.4834605,0.1536832,235.6728,anatomy-tutor-fast,632.0,70.0,2026-06-30 19:14:41
0.5244256,0.1606969,230.6252,anatomy-tutor-fast,467.0,76.0,2026-06-30 19:14:42
0.5175608,0.1529601,248.9658,anatomy-tutor-fast,877.0,78.0,2026-06-30 19:14:42
0.5404791,0.1490906,243.4782,anatomy-tutor-fast,703.0,83.0,2026-06-30 19:14:43
0.6460457,0.1562223,243.0638,anatomy-tutor-fast,563.0,110.0,2026-06-30 19:14:44
0.5393156,0.1522899,227.3423,anatomy-tutor-fast,609.0,81.0,2026-06-30 19:14:45
0.5678772,0.1528657,245.634,anatomy-tutor-fast,534.0,93.0,2026-06-30 19:14:46
0.6122297,0.1586106,248.1227,anatomy-tutor-fast,662.0,102.0,2026-06-30 19:14:46
0.6469487,0.1540002,255.0576,anatomy-tutor-fast,521.0,117.0,2026-06-30 19:14:47
0.5731013,0.1549745,255.7417,anatomy-tutor-fast,680.0,97.0,2026-06-30 19:14:48
0.6151031,0.1583567,257.9436,anatomy-tutor-fast,583.0,109.0,2026-06-30 19:14:49
0.5656922,0.1419883,229.8686,anatomy-tutor-fast,553.0,90.0,2026-06-30 19:14:50
0.500286,0.1587071,268.3167,anatomy-tutor-fast,530.0,82.0,2026-06-30 19:14:50
0.5618982,0.1602133,217.5349,anatomy-tutor-fast,451.0,82.0,2026-06-30 19:14:51
0.477617,0.1567109,236.9909,anatomy-tutor-fast,423.0,70.0,2026-06-30 19:14:52
0.5669834,0.1649546,229.9914,anatomy-tutor-fast,469.0,86.0,2026-06-30 19:14:53
0.5360313,0.1616091,230.3529,anatomy-tutor-fast,590.0,79.0,2026-06-30 19:14:54
0.5633469,0.1698431,228.1954,anatomy-tutor-fast,654.0,81.0,2026-06-30 19:14:55
0.5201464,0.1636019,239.7665,anatomy-tutor-fast,630.0,76.0,2026-06-30 19:14:55
0.5418169,0.1632012,235.2579,anatomy-tutor-fast,607.0,81.0,2026-06-30 19:14:56
0.476339,0.1616465,238.7818,anatomy-tutor-fast,547.0,66.0,2026-06-30 19:14:57
0.5991868,0.1509316,232.0634,anatomy-tutor-fast,620.0,96.0,2026-06-30 19:14:58
0.5795269,0.1513669,195.3575,anatomy-tutor-fast,414.0,78.0,2026-06-30 19:14:59
0.6188955,0.1522383,192.6464,anatomy-tutor-fast,678.0,84.0,2026-06-30 19:15:00
0.5952746,0.1507278,262.2091,anatomy-tutor-fast,608.0,108.0,2026-06-30 19:15:01
0.5473563,0.1559499,260.8637,anatomy-tutor-fast,615.0,93.0,2026-06-30 19:15:01
0.5005545,0.1598348,259.6532,anatomy-tutor-fast,538.0,79.0,2026-06-30 19:15:02
0.4471599,0.1589676,278.7834,anatomy-tutor-fast,660.0,72.0,2026-06-30 19:15:03
0.4478269,0.1724196,260.2613,anatomy-tutor-fast,383.0,65.0,2026-06-30 19:15:04
0.5505155,0.158501,264.0783,anatomy-tutor-fast,577.0,98.0,2026-06-30 19:15:04
0.5156173,0.1590841,263.7711,anatomy-tutor-fast,515.0,84.0,2026-06-30 19:15:05
0.4933378,0.1586765,275.6635,anatomy-tutor-fast,515.0,85.0,2026-06-30 19:15:06
0.5131162,0.1556161,261.918,anatomy-tutor-fast,472.0,87.0,2026-06-30 19:15:07
0.4771778,0.1541892,269.2995,anatomy-tutor-fast,421.0,80.0,2026-06-30 19:15:07
0.5030139,0.151186,246.9715,anatomy-tutor-fast,528.0,80.0,2026-06-30 19:15:08
