totalRequestTime,loadSeconds,evalTokensPerSecond,modelName,promptTokenCount,outputTokenCount,timestamp
7.593838,6.276322,42.39983,llama3.2:1b,353.0,2.0,2026-06-26 12:35:07
1.81087,0.1623008,32.01332,llama3.2:1b,446.0,3.0,2026-06-26 12:35:09
1.592367,0.1663572,42.72044,llama3.2:1b,376.0,2.0,2026-06-26 12:35:11
1.36235,0.1659222,44.19401,llama3.2:1b,353.0,2.0,2026-06-26 12:35:12
1.155367,0.1668495,43.62431,llama3.2:1b,292.0,2.0,2026-06-26 12:35:14
1.323123,0.162342,43.6767,llama3.2:1b,330.0,2.0,2026-06-26 12:35:15
1.538297,0.1662368,43.80201,llama3.2:1b,400.0,2.0,2026-06-26 12:35:17
1.331944,0.1656419,43.65954,llama3.2:1b,312.0,2.0,2026-06-26 12:35:18
1.318111,0.1651853,42.8651,llama3.2:1b,334.0,2.0,2026-06-26 12:35:20
1.327507,0.1635724,43.79722,llama3.2:1b,312.0,2.0,2026-06-26 12:35:21
1.133692,0.1642244,43.22642,llama3.2:1b,285.0,2.0,2026-06-26 12:35:23
1.123065,0.1666303,43.95604,llama3.2:1b,269.0,2.0,2026-06-26 12:35:24
1.548809,0.1676402,42.82839,llama3.2:1b,399.0,2.0,2026-06-26 12:35:26
1.362741,0.1622841,44.12965,llama3.2:1b,346.0,2.0,2026-06-26 12:35:28
1.971886,0.1664927,43.29942,llama3.2:1b,514.0,2.0,2026-06-26 12:35:30
1.362467,0.1592592,45.81797,llama3.2:1b,365.0,2.0,2026-06-26 12:35:31
1.153492,0.16698,43.72636,llama3.2:1b,288.0,2.0,2026-06-26 12:35:33
1.693367,0.1601754,43.46408,llama3.2:1b,432.0,2.0,2026-06-26 12:35:35
1.764771,0.164913,43.53694,llama3.2:1b,451.0,2.0,2026-06-26 12:35:36
0.9565879,0.162039,44.91858,llama3.2:1b,236.0,2.0,2026-06-26 12:35:38
1.552873,0.1643672,43.89045,llama3.2:1b,383.0,2.0,2026-06-26 12:35:39
2.243666,0.1664789,34.15067,llama3.2:1b,501.0,2.0,2026-06-26 12:35:43
1.894432,0.1725986,43.22829,llama3.2:1b,439.0,2.0,2026-06-26 12:35:45
2.205013,0.166272,43.31911,llama3.2:1b,571.0,2.0,2026-06-26 12:35:47
1.419075,0.1567354,44.23898,llama3.2:1b,330.0,2.0,2026-06-26 12:35:49
1.007879,0.1750465,44.97313,llama3.2:1b,226.0,2.0,2026-06-26 12:35:50
1.689831,0.1596229,45.59859,llama3.2:1b,445.0,2.0,2026-06-26 12:35:52
0.9193148,0.1605945,45.37411,llama3.2:1b,190.0,2.0,2026-06-26 12:35:53
1.299687,0.1663766,44.95291,llama3.2:1b,355.0,2.0,2026-06-26 12:35:55
1.320317,0.157789,43.32193,llama3.2:1b,349.0,2.0,2026-06-26 12:35:56
1.59356,0.159838,34.33948,llama3.2:1b,407.0,3.0,2026-06-26 12:35:58
1.579059,0.1607489,43.7407,llama3.2:1b,408.0,2.0,2026-06-26 12:36:00
1.658187,0.1591299,44.93574,llama3.2:1b,391.0,2.0,2026-06-26 12:36:02
1.333647,0.1646194,45.34736,llama3.2:1b,345.0,2.0,2026-06-26 12:36:03
1.541032,0.1608645,45.0126,llama3.2:1b,418.0,2.0,2026-06-26 12:36:05
1.122245,0.1566216,45.5249,llama3.2:1b,262.0,2.0,2026-06-26 12:36:06
1.112115,0.1581944,45.28883,llama3.2:1b,295.0,2.0,2026-06-26 12:36:08
1.282797,0.1588332,45.2755,llama3.2:1b,306.0,2.0,2026-06-26 12:36:09
1.284321,0.1643246,45.74566,llama3.2:1b,304.0,2.0,2026-06-26 12:36:11
1.286206,0.1601354,45.94638,llama3.2:1b,309.0,2.0,2026-06-26 12:36:12
1.512197,0.1613231,43.4122,llama3.2:1b,373.0,2.0,2026-06-26 12:36:14
1.919461,0.1595778,44.72872,llama3.2:1b,498.0,2.0,2026-06-26 12:36:16
1.562769,0.1629875,45.4081,llama3.2:1b,401.0,2.0,2026-06-26 12:36:18
1.311723,0.1603195,45.82426,llama3.2:1b,325.0,2.0,2026-06-26 12:36:19
1.29093,0.1610256,45.01767,llama3.2:1b,311.0,2.0,2026-06-26 12:36:21
2.129024,0.1621159,45.16406,llama3.2:1b,599.0,2.0,2026-06-26 12:36:23
1.756519,0.1597253,45.3978,llama3.2:1b,463.0,2.0,2026-06-26 12:36:25
2.149184,0.1615053,45.06027,llama3.2:1b,578.0,2.0,2026-06-26 12:36:27
1.420237,0.228917,44.49487,llama3.2:1b,330.0,2.0,2026-06-26 12:36:29
1.31384,0.1638628,45.32886,llama3.2:1b,356.0,2.0,2026-06-26 12:36:31
1.544007,0.1618741,45.16304,llama3.2:1b,423.0,2.0,2026-06-26 12:36:32
1.33183,0.1576277,44.117,llama3.2:1b,351.0,2.0,2026-06-26 12:36:34
1.537685,0.1649869,45.2284,llama3.2:1b,401.0,2.0,2026-06-26 12:36:36
1.316547,0.1633121,45.15488,llama3.2:1b,324.0,2.0,2026-06-26 12:36:37
1.316385,0.1636653,45.52386,llama3.2:1b,364.0,2.0,2026-06-26 12:36:39
1.70578,0.1591861,45.21511,llama3.2:1b,464.0,2.0,2026-06-26 12:36:41
1.322745,0.1607599,45.3978,llama3.2:1b,319.0,2.0,2026-06-26 12:36:42
1.542328,0.1619633,44.98426,llama3.2:1b,425.0,2.0,2026-06-26 12:36:44
1.127964,0.1555358,45.04099,llama3.2:1b,268.0,2.0,2026-06-26 12:36:45
1.27895,0.158737,45.51765,llama3.2:1b,315.0,2.0,2026-06-26 12:36:47
0.9148366,0.1606836,45.76135,llama3.2:1b,228.0,2.0,2026-06-26 12:36:48
1.52732,0.161374,45.33606,llama3.2:1b,430.0,2.0,2026-06-26 12:36:50
1.727413,0.1675531,45.48452,llama3.2:1b,452.0,2.0,2026-06-26 12:36:51
1.146093,0.1589222,45.08058,llama3.2:1b,290.0,2.0,2026-06-26 12:36:53
1.304099,0.161513,44.80287,llama3.2:1b,350.0,2.0,2026-06-26 12:36:54
1.310058,0.1590649,45.25911,llama3.2:1b,336.0,2.0,2026-06-26 12:36:56
1.507499,0.1630465,44.95291,llama3.2:1b,370.0,2.0,2026-06-26 12:36:58
1.54458,0.159568,45.07855,llama3.2:1b,419.0,2.0,2026-06-26 12:36:59
1.317459,0.1596693,45.11108,llama3.2:1b,323.0,2.0,2026-06-26 12:37:01
1.113754,0.1614162,44.87927,llama3.2:1b,263.0,2.0,2026-06-26 12:37:02
1.30574,0.1638734,43.81641,llama3.2:1b,350.0,2.0,2026-06-26 12:37:04
1.327738,0.1647746,44.62891,llama3.2:1b,366.0,2.0,2026-06-26 12:37:05
1.323779,0.1603797,45.26218,llama3.2:1b,364.0,2.0,2026-06-26 12:37:07
1.117091,0.1596961,45.62252,llama3.2:1b,262.0,2.0,2026-06-26 12:37:08
1.120095,0.1602869,45.52801,llama3.2:1b,296.0,2.0,2026-06-26 12:37:09
1.935672,0.16462,44.99741,llama3.2:1b,544.0,2.0,2026-06-26 12:37:12
1.33451,0.1610032,44.6618,llama3.2:1b,323.0,2.0,2026-06-26 12:37:13
1.540018,0.1632298,45.16712,llama3.2:1b,427.0,2.0,2026-06-26 12:37:15
1.555346,0.1667518,44.58017,llama3.2:1b,422.0,2.0,2026-06-26 12:37:17
1.553687,0.1611083,45.76135,llama3.2:1b,405.0,2.0,2026-06-26 12:37:18
1.533576,0.1669377,45.50626,llama3.2:1b,370.0,2.0,2026-06-26 12:37:20
1.799211,0.1613463,43.01075,llama3.2:1b,405.0,2.0,2026-06-26 12:37:22
1.89607,0.1645079,41.44047,llama3.2:1b,432.0,2.0,2026-06-26 12:37:24
2.446832,0.1652134,42.28062,llama3.2:1b,612.0,2.0,2026-06-26 12:37:27
1.452553,0.1589903,43.90201,llama3.2:1b,316.0,2.0,2026-06-26 12:37:29
1.644281,0.1568468,42.94241,llama3.2:1b,376.0,2.0,2026-06-26 12:37:30
1.713745,0.1650532,43.45275,llama3.2:1b,405.0,2.0,2026-06-26 12:37:32
1.7119,0.1576717,43.84234,llama3.2:1b,380.0,2.0,2026-06-26 12:37:34
2.435351,0.1637943,40.1679,llama3.2:1b,571.0,2.0,2026-06-26 12:37:37
1.746475,0.16139,43.48488,llama3.2:1b,378.0,2.0,2026-06-26 12:37:39
2.08175,0.1621481,42.95348,llama3.2:1b,501.0,2.0,2026-06-26 12:37:41
1.486981,0.1607126,43.42634,llama3.2:1b,362.0,2.0,2026-06-26 12:37:43
1.20545,0.1636714,43.62145,llama3.2:1b,282.0,2.0,2026-06-26 12:37:44
1.683013,0.1686587,42.68488,llama3.2:1b,411.0,2.0,2026-06-26 12:37:46
1.43789,0.1639554,43.46976,llama3.2:1b,326.0,2.0,2026-06-26 12:37:48
1.661341,0.1613822,42.05303,llama3.2:1b,371.0,2.0,2026-06-26 12:37:50
1.899308,0.1619508,38.81159,llama3.2:1b,443.0,2.0,2026-06-26 12:37:52
1.416317,0.1652861,43.26289,llama3.2:1b,306.0,2.0,2026-06-26 12:37:53
1.429355,0.1650366,42.6949,llama3.2:1b,355.0,2.0,2026-06-26 12:37:55
1.437695,0.162363,43.12297,llama3.2:1b,348.0,2.0,2026-06-26 12:37:57
1.208287,0.1640371,42.80089,llama3.2:1b,283.0,2.0,2026-06-26 12:37:58
1.66219,0.1620262,43.51421,llama3.2:1b,405.0,2.0,2026-06-26 12:38:00
1.680856,0.1608268,42.1523,llama3.2:1b,423.0,2.0,2026-06-26 12:38:02
1.682851,0.1607884,43.20308,llama3.2:1b,419.0,2.0,2026-06-26 12:38:04
1.429392,0.1664575,43.86157,llama3.2:1b,324.0,2.0,2026-06-26 12:38:05
1.420296,0.1593114,43.25446,llama3.2:1b,350.0,2.0,2026-06-26 12:38:07
2.108962,0.162424,43.49907,llama3.2:1b,523.0,2.0,2026-06-26 12:38:09
1.908563,0.1647996,43.36702,llama3.2:1b,461.0,2.0,2026-06-26 12:38:12
1.46123,0.1608525,43.18162,llama3.2:1b,352.0,2.0,2026-06-26 12:38:13
2.114866,0.1655237,43.03111,llama3.2:1b,533.0,2.0,2026-06-26 12:38:16
1.690121,0.1614691,43.53694,llama3.2:1b,394.0,2.0,2026-06-26 12:38:17
1.897613,0.1608483,43.68529,llama3.2:1b,464.0,2.0,2026-06-26 12:38:20
1.666435,0.1618504,42.98857,llama3.2:1b,381.0,2.0,2026-06-26 12:38:21
1.699859,0.1899983,43.28161,llama3.2:1b,402.0,2.0,2026-06-26 12:38:23
1.216446,0.1617462,45.22329,llama3.2:1b,287.0,2.0,2026-06-26 12:38:25
1.409957,0.1784599,45.18446,llama3.2:1b,309.0,2.0,2026-06-26 12:38:26
2.073802,0.1672871,45.14265,llama3.2:1b,501.0,2.0,2026-06-26 12:38:29
1.922068,0.1885856,44.66679,llama3.2:1b,436.0,2.0,2026-06-26 12:38:31
1.724082,0.195197,44.2909,llama3.2:1b,416.0,2.0,2026-06-26 12:38:33
1.452746,0.1917689,43.70152,llama3.2:1b,320.0,2.0,2026-06-26 12:38:34
1.458721,0.2127263,45.45558,llama3.2:1b,314.0,2.0,2026-06-26 12:38:36
1.46733,0.1928738,45.3073,llama3.2:1b,359.0,2.0,2026-06-26 12:38:38
1.44585,0.2023899,43.55211,llama3.2:1b,303.0,2.0,2026-06-26 12:38:40
1.716147,0.1936723,44.99539,llama3.2:1b,417.0,2.0,2026-06-26 12:38:41
