totalRequestTime,loadSeconds,evalTokensPerSecond,modelName,promptTokenCount,outputTokenCount,timestamp
14.38347,5.273849,18.84772,anatomy-tutor-fast,606.0,133.0,2026-06-29 13:21:11
6.114115,0.1471804,18.86115,anatomy-tutor-fast,596.0,86.0,2026-06-29 13:21:18
5.206719,0.1576513,19.0061,anatomy-tutor-fast,688.0,62.0,2026-06-29 13:21:23
6.210521,0.1444767,18.89709,anatomy-tutor-fast,683.0,81.0,2026-06-29 13:21:29
5.818669,0.1509755,18.99364,anatomy-tutor-fast,591.0,81.0,2026-06-29 13:21:35
17.56076,0.1533444,18.7365,anatomy-tutor-fast,615.0,300.0,2026-06-29 13:21:53
5.593105,0.1486928,18.97882,anatomy-tutor-fast,501.0,81.0,2026-06-29 13:21:59
5.783722,0.1484035,18.98693,anatomy-tutor-fast,593.0,81.0,2026-06-29 13:22:05
4.948164,0.1485225,18.93449,anatomy-tutor-fast,515.0,69.0,2026-06-29 13:22:10
6.170836,0.1534726,18.96046,anatomy-tutor-fast,608.0,88.0,2026-06-29 13:22:17
5.847925,0.1468678,18.93793,anatomy-tutor-fast,709.0,74.0,2026-06-29 13:22:23
5.342865,0.1466946,18.96802,anatomy-tutor-fast,414.0,84.0,2026-06-29 13:22:28
5.356455,0.1598926,18.96531,anatomy-tutor-fast,554.0,73.0,2026-06-29 13:22:34
6.683873,0.156003,18.94376,anatomy-tutor-fast,512.0,102.0,2026-06-29 13:22:41
5.605764,0.1516404,18.94409,anatomy-tutor-fast,421.0,89.0,2026-06-29 13:22:46
6.039015,0.1488342,18.90745,anatomy-tutor-fast,650.0,82.0,2026-06-29 13:22:53
6.602867,0.1487329,18.85404,anatomy-tutor-fast,682.0,88.0,2026-06-29 13:22:59
4.973101,0.1502426,19.0593,anatomy-tutor-fast,334.0,81.0,2026-06-29 13:23:05
5.491129,0.1464232,18.93042,anatomy-tutor-fast,534.0,81.0,2026-06-29 13:23:10
5.64174,0.1573732,18.99137,anatomy-tutor-fast,620.0,75.0,2026-06-29 13:23:16
8.52977,0.1628428,18.81646,anatomy-tutor-fast,598.0,131.0,2026-06-29 13:23:25
6.878192,0.1548894,18.82566,anatomy-tutor-fast,686.0,93.0,2026-06-29 13:23:32
6.024666,0.1485441,18.97073,anatomy-tutor-fast,617.0,82.0,2026-06-29 13:23:38
5.932814,0.146169,18.96247,anatomy-tutor-fast,473.0,91.0,2026-06-29 13:23:44
5.459549,0.1542038,18.94647,anatomy-tutor-fast,491.0,79.0,2026-06-29 13:23:50
5.529002,0.1427034,18.80406,anatomy-tutor-fast,479.0,83.0,2026-06-29 13:23:56
7.036181,0.1565134,18.81518,anatomy-tutor-fast,686.0,96.0,2026-06-29 13:24:03
4.950283,0.1595492,18.95503,anatomy-tutor-fast,598.0,64.0,2026-06-29 13:24:08
4.708477,0.1555504,18.95111,anatomy-tutor-fast,377.0,72.0,2026-06-29 13:24:13
6.004026,0.1539116,18.79119,anatomy-tutor-fast,520.0,90.0,2026-06-29 13:24:19
5.583199,0.1573019,18.92616,anatomy-tutor-fast,496.0,81.0,2026-06-29 13:24:25
7.056027,0.1500883,18.80306,anatomy-tutor-fast,579.0,104.0,2026-06-29 13:24:32
7.503976,0.1581557,18.83534,anatomy-tutor-fast,600.0,112.0,2026-06-29 13:24:40
5.463714,0.1472709,18.96671,anatomy-tutor-fast,649.0,71.0,2026-06-29 13:24:46
5.21677,0.1490479,18.95383,anatomy-tutor-fast,485.0,77.0,2026-06-29 13:24:51
6.764329,0.154341,18.74368,anatomy-tutor-fast,575.0,98.0,2026-06-29 13:24:58
4.441426,0.1559317,18.85651,anatomy-tutor-fast,483.0,62.0,2026-06-29 13:25:03
5.182153,0.1542108,18.88661,anatomy-tutor-fast,521.0,73.0,2026-06-29 13:25:08
5.848812,0.1505196,18.98018,anatomy-tutor-fast,535.0,86.0,2026-06-29 13:25:14
6.639245,0.1528349,18.77563,anatomy-tutor-fast,712.0,88.0,2026-06-29 13:25:21
6.280993,0.1628353,18.91608,anatomy-tutor-fast,546.0,93.0,2026-06-29 13:25:27
6.214333,0.1438329,18.74425,anatomy-tutor-fast,525.0,92.0,2026-06-29 13:25:34
5.175379,0.1691812,18.942,anatomy-tutor-fast,479.0,76.0,2026-06-29 13:25:39
6.822503,0.1495953,18.73581,anatomy-tutor-fast,865.0,84.0,2026-06-29 13:25:46
6.324315,0.1577529,18.92614,anatomy-tutor-fast,699.0,82.0,2026-06-29 13:25:53
5.014039,0.1496197,19.05507,anatomy-tutor-fast,426.0,74.0,2026-06-29 13:25:58
5.998774,0.164036,18.95244,anatomy-tutor-fast,568.0,85.0,2026-06-29 13:26:04
4.774905,0.1542354,18.93708,anatomy-tutor-fast,416.0,73.0,2026-06-29 13:26:09
5.287728,0.1603832,18.93891,anatomy-tutor-fast,448.0,79.0,2026-06-29 13:26:15
