totalRequestTime,loadSeconds,evalTokensPerSecond,modelName,promptTokenCount,outputTokenCount,timestamp
8.648669,6.436333,46.21072,llama3.2:1b,353.0,2.0,2026-06-26 12:58:31
2.13752,0.195046,45.51351,llama3.2:1b,446.0,2.0,2026-06-26 12:58:34
1.963419,0.2064398,43.83754,llama3.2:1b,376.0,2.0,2026-06-26 12:58:36
1.903318,0.1637278,21.22151,llama3.2:1b,353.0,2.0,2026-06-26 12:58:38
1.582689,0.1837708,41.1709,llama3.2:1b,292.0,2.0,2026-06-26 12:58:40
1.843907,0.1812414,42.19231,llama3.2:1b,330.0,2.0,2026-06-26 12:58:42
2.469106,0.1662697,47.27238,llama3.2:1b,400.0,2.0,2026-06-26 12:58:45
1.576654,0.1938611,47.64627,llama3.2:1b,312.0,2.0,2026-06-26 12:58:46
1.563099,0.1996139,35.27917,llama3.2:1b,334.0,3.0,2026-06-26 12:58:48
1.406723,0.2063875,46.73116,llama3.2:1b,312.0,2.0,2026-06-26 12:58:50
1.304684,0.1902398,45.04403,llama3.2:1b,285.0,2.0,2026-06-26 12:58:51
1.327213,0.1830467,44.93978,llama3.2:1b,269.0,2.0,2026-06-26 12:58:53
1.619086,0.1931127,49.4927,llama3.2:1b,399.0,2.0,2026-06-26 12:58:55
1.902415,0.1664939,21.67223,llama3.2:1b,346.0,2.0,2026-06-26 12:58:57
2.300973,0.2089364,45.94005,llama3.2:1b,514.0,2.0,2026-06-26 12:59:00
1.49089,0.2151656,45.29498,llama3.2:1b,365.0,2.0,2026-06-26 12:59:01
1.281316,0.2278843,45.0491,llama3.2:1b,288.0,2.0,2026-06-26 12:59:03
1.894492,0.2107948,45.23045,llama3.2:1b,432.0,2.0,2026-06-26 12:59:05
1.927302,0.2278759,46.04476,llama3.2:1b,451.0,2.0,2026-06-26 12:59:07
1.02036,0.2207517,44.53153,llama3.2:1b,236.0,2.0,2026-06-26 12:59:08
1.686858,0.22358,45.64439,llama3.2:1b,383.0,2.0,2026-06-26 12:59:10
2.127049,0.2316699,45.26833,llama3.2:1b,501.0,2.0,2026-06-26 12:59:13
1.932237,0.2318227,44.82395,llama3.2:1b,439.0,2.0,2026-06-26 12:59:15
2.35549,0.1972652,45.52283,llama3.2:1b,571.0,2.0,2026-06-26 12:59:18
1.819584,0.2140801,46.20432,llama3.2:1b,330.0,2.0,2026-06-26 12:59:20
1.03691,0.1926049,43.6167,llama3.2:1b,226.0,2.0,2026-06-26 12:59:21
1.834768,0.1656779,45.85788,llama3.2:1b,445.0,2.0,2026-06-26 12:59:23
0.9937066,0.2132397,46.68534,llama3.2:1b,190.0,2.0,2026-06-26 12:59:24
1.420187,0.1956226,46.34242,llama3.2:1b,355.0,2.0,2026-06-26 12:59:26
1.481589,0.225497,45.9042,llama3.2:1b,349.0,2.0,2026-06-26 12:59:28
1.677505,0.1917796,46.48784,llama3.2:1b,407.0,2.0,2026-06-26 12:59:29
1.698006,0.1930946,45.6548,llama3.2:1b,408.0,2.0,2026-06-26 12:59:31
1.683957,0.1946388,46.26845,llama3.2:1b,391.0,2.0,2026-06-26 12:59:33
1.449157,0.1913723,45.35559,llama3.2:1b,345.0,2.0,2026-06-26 12:59:35
1.777643,0.2421474,42.86327,llama3.2:1b,418.0,2.0,2026-06-26 12:59:37
1.313305,0.2362806,43.47354,llama3.2:1b,262.0,2.0,2026-06-26 12:59:39
1.285144,0.2195112,42.57493,llama3.2:1b,295.0,2.0,2026-06-26 12:59:40
1.469985,0.1994868,44.30955,llama3.2:1b,306.0,2.0,2026-06-26 12:59:42
1.475092,0.2280858,43.14622,llama3.2:1b,304.0,2.0,2026-06-26 12:59:44
1.52514,0.2258047,43.87119,llama3.2:1b,309.0,2.0,2026-06-26 12:59:45
1.739886,0.1968757,39.88752,llama3.2:1b,373.0,2.0,2026-06-26 12:59:47
2.197072,0.2488408,46.23529,llama3.2:1b,498.0,2.0,2026-06-26 12:59:50
1.740448,0.202367,45.24989,llama3.2:1b,401.0,2.0,2026-06-26 12:59:52
1.487274,0.2190151,45.65585,llama3.2:1b,325.0,2.0,2026-06-26 12:59:53
1.749387,0.2170512,43.81065,llama3.2:1b,311.0,2.0,2026-06-26 12:59:55
