totalRequestTime,loadSeconds,evalTokensPerSecond,modelName,promptTokenCount,outputTokenCount,timestamp
1.926152,0.1626991,22.86317,anatomy-tutor-fast,526.0,37.0,2026-06-26 13:02:53
4.203979,0.1584147,22.43751,anatomy-tutor-fast,619.0,87.0,2026-06-26 13:02:58
3.259503,0.1587767,24.24493,anatomy-tutor-fast,549.0,41.0,2026-06-26 13:03:01
1.294921,0.1598265,24.52027,anatomy-tutor-fast,526.0,24.0,2026-06-26 13:03:03
0.5324024,0.1533062,26.90957,anatomy-tutor-fast,465.0,6.0,2026-06-26 13:03:03
4.750445,0.1608433,21.89565,anatomy-tutor-fast,503.0,97.0,2026-06-26 13:03:08
4.179232,0.160939,22.41515,anatomy-tutor-fast,573.0,86.0,2026-06-26 13:03:13
1.629594,0.1557769,26.34433,anatomy-tutor-fast,485.0,6.0,2026-06-26 13:03:15
0.4600063,0.1678765,28.8769,anatomy-tutor-fast,507.0,4.0,2026-06-26 13:03:15
1.557248,0.1591915,26.66027,anatomy-tutor-fast,485.0,4.0,2026-06-26 13:03:17
