totalRequestTime,loadSeconds,evalTokensPerSecond,modelName,promptTokenCount,outputTokenCount,timestamp
2.645296,2.317946,276.7334,anatomy-tutor-fast,605.0,70.0,2026-06-30 19:30:04
0.4786935,0.1510181,296.839,anatomy-tutor-fast,613.0,88.0,2026-06-30 19:30:05
0.4522911,0.1547305,293.8168,anatomy-tutor-fast,542.0,79.0,2026-06-30 19:30:05
0.4340078,0.1512276,296.3229,anatomy-tutor-fast,504.0,76.0,2026-06-30 19:30:06
0.4086126,0.1534606,295.185,anatomy-tutor-fast,470.0,68.0,2026-06-30 19:30:07
0.4648556,0.152268,298.7459,anatomy-tutor-fast,479.0,86.0,2026-06-30 19:30:07
0.4301077,0.1496784,295.4658,anatomy-tutor-fast,479.0,76.0,2026-06-30 19:30:08
0.3873478,0.1541366,294.7017,anatomy-tutor-fast,513.0,61.0,2026-06-30 19:30:09
0.436023,0.1502867,263.6341,anatomy-tutor-fast,604.0,66.0,2026-06-30 19:30:09
0.5470034,0.1526859,246.9912,anatomy-tutor-fast,604.0,88.0,2026-06-30 19:30:10
0.5822338,0.1574793,266.188,anatomy-tutor-fast,587.0,105.0,2026-06-30 19:30:11
0.6220893,0.1513195,253.5951,anatomy-tutor-fast,631.0,109.0,2026-06-30 19:30:12
0.503009,0.1631444,270.0207,anatomy-tutor-fast,728.0,81.0,2026-06-30 19:30:12
0.4317019,0.1541916,257.4558,anatomy-tutor-fast,509.0,62.0,2026-06-30 19:30:13
0.5376842,0.1550612,275.9421,anatomy-tutor-fast,555.0,97.0,2026-06-30 19:30:14
0.5575684,0.1560772,253.3894,anatomy-tutor-fast,618.0,93.0,2026-06-30 19:30:15
0.5109755,0.1563552,271.7189,anatomy-tutor-fast,701.0,84.0,2026-06-30 19:30:15
0.4696926,0.1526889,255.9801,anatomy-tutor-fast,496.0,74.0,2026-06-30 19:30:16
0.4433211,0.1565397,274.6196,anatomy-tutor-fast,530.0,70.0,2026-06-30 19:30:17
0.9792171,0.150359,267.9252,anatomy-tutor-fast,609.0,213.0,2026-06-30 19:30:18
0.4900251,0.1560415,257.8001,anatomy-tutor-fast,509.0,78.0,2026-06-30 19:30:19
0.5632406,0.1528605,257.3572,anatomy-tutor-fast,678.0,97.0,2026-06-30 19:30:20
0.5535399,0.1602628,259.5175,anatomy-tutor-fast,620.0,92.0,2026-06-30 19:30:20
0.428055,0.1540418,258.543,anatomy-tutor-fast,448.0,64.0,2026-06-30 19:30:21
0.5732716,0.1587531,233.1878,anatomy-tutor-fast,453.0,90.0,2026-06-30 19:30:22
0.5694699,0.1498471,232.0059,anatomy-tutor-fast,712.0,89.0,2026-06-30 19:30:23
0.5906841,0.1565767,258.8352,anatomy-tutor-fast,522.0,104.0,2026-06-30 19:30:23
0.6276036,0.1503388,239.6661,anatomy-tutor-fast,461.0,106.0,2026-06-30 19:30:24
0.3994645,0.1527844,259.9357,anatomy-tutor-fast,584.0,57.0,2026-06-30 19:30:25
0.5537643,0.1568379,254.7699,anatomy-tutor-fast,662.0,91.0,2026-06-30 19:30:26
0.4862495,0.15378,255.9993,anatomy-tutor-fast,586.0,77.0,2026-06-30 19:30:26
0.6045817,0.1525552,239.4271,anatomy-tutor-fast,548.0,99.0,2026-06-30 19:30:27
0.4376486,0.1552782,223.6009,anatomy-tutor-fast,624.0,55.0,2026-06-30 19:30:28
0.5153549,0.1523439,280.9388,anatomy-tutor-fast,575.0,93.0,2026-06-30 19:30:29
0.479078,0.1581808,276.8221,anatomy-tutor-fast,708.0,77.0,2026-06-30 19:30:29
0.5251578,0.1562933,240.5105,anatomy-tutor-fast,670.0,79.0,2026-06-30 19:30:30
0.4753254,0.1537249,272.9667,anatomy-tutor-fast,455.0,80.0,2026-06-30 19:30:31
0.4802418,0.1504171,249.7411,anatomy-tutor-fast,607.0,75.0,2026-06-30 19:30:32
0.4472285,0.1508921,272.3824,anatomy-tutor-fast,561.0,71.0,2026-06-30 19:30:32
0.5495042,0.1554871,255.4176,anatomy-tutor-fast,358.0,95.0,2026-06-30 19:30:33
0.5317076,0.1518885,251.053,anatomy-tutor-fast,522.0,90.0,2026-06-30 19:30:34
0.7914416,0.1535336,279.0426,anatomy-tutor-fast,611.0,170.0,2026-06-30 19:30:35
0.4725575,0.1545687,296.0786,anatomy-tutor-fast,659.0,83.0,2026-06-30 19:30:35
0.4744826,0.1505914,262.3657,anatomy-tutor-fast,407.0,78.0,2026-06-30 19:30:36
0.5371357,0.1528359,256.8311,anatomy-tutor-fast,586.0,92.0,2026-06-30 19:30:37
0.5709158,0.1513447,260.0532,anatomy-tutor-fast,586.0,101.0,2026-06-30 19:30:38
0.7682276,0.1542323,246.2656,anatomy-tutor-fast,877.0,137.0,2026-06-30 19:30:39
0.4444183,0.1488429,258.1929,anatomy-tutor-fast,500.0,68.0,2026-06-30 19:30:39
