totalRequestTime,loadSeconds,evalTokensPerSecond,modelName,promptTokenCount,outputTokenCount,timestamp
2.82886,0.1678726,17.79824,anatomy-tutor-fast,526.0,44.0,2026-06-26 13:29:34
3.668463,0.1584898,24.80692,anatomy-tutor-fast,619.0,83.0,2026-06-26 13:29:38
3.077896,0.1519612,25.54161,anatomy-tutor-fast,549.0,71.0,2026-06-26 13:29:41
4.989412,0.1468432,25.27638,anatomy-tutor-fast,526.0,119.0,2026-06-26 13:29:47
0.5024625,0.1614243,30.05003,anatomy-tutor-fast,465.0,6.0,2026-06-26 13:29:47
1.90465,0.1467889,25.64851,anatomy-tutor-fast,503.0,42.0,2026-06-26 13:29:49
2.676512,0.1587209,25.53897,anatomy-tutor-fast,573.0,61.0,2026-06-26 13:29:52
1.390224,0.1518139,33.48681,anatomy-tutor-fast,485.0,4.0,2026-06-26 13:29:54
0.39141,0.1495028,33.30585,anatomy-tutor-fast,507.0,4.0,2026-06-26 13:29:54
0.4689179,0.1483264,30.0377,anatomy-tutor-fast,485.0,6.0,2026-06-26 13:29:55
0.47293,0.1530571,29.89924,anatomy-tutor-fast,458.0,6.0,2026-06-26 13:29:56
0.3072587,0.152143,50.21214,anatomy-tutor-fast,442.0,2.0,2026-06-26 13:29:56
3.146289,0.148151,25.33448,anatomy-tutor-fast,572.0,73.0,2026-06-26 13:30:00
1.890595,0.153959,25.72144,anatomy-tutor-fast,519.0,41.0,2026-06-26 13:30:02
2.769713,0.158894,25.40976,anatomy-tutor-fast,687.0,63.0,2026-06-26 13:30:05
2.964513,0.162824,25.78096,anatomy-tutor-fast,538.0,42.0,2026-06-26 13:30:08
3.921656,0.1496235,25.49288,anatomy-tutor-fast,461.0,72.0,2026-06-26 13:30:12
6.555948,0.1474084,25.1341,anatomy-tutor-fast,605.0,122.0,2026-06-26 13:30:19
3.454377,0.1565225,25.75828,anatomy-tutor-fast,624.0,45.0,2026-06-26 13:30:22
1.042708,0.1570938,33.62729,anatomy-tutor-fast,409.0,4.0,2026-06-26 13:30:24
5.06338,0.1514339,25.40897,anatomy-tutor-fast,556.0,93.0,2026-06-26 13:30:29
4.585719,0.1553611,25.44999,anatomy-tutor-fast,674.0,68.0,2026-06-26 13:30:34
5.008418,0.1489381,25.39481,anatomy-tutor-fast,612.0,84.0,2026-06-26 13:30:39
2.146713,0.1467458,49.63888,anatomy-tutor-fast,744.0,2.0,2026-06-26 13:30:41
5.298274,0.158538,25.3306,anatomy-tutor-fast,503.0,101.0,2026-06-26 13:30:47
0.9316986,0.1530588,50.02752,anatomy-tutor-fast,399.0,2.0,2026-06-26 13:30:48
1.791404,0.1475103,29.81648,anatomy-tutor-fast,618.0,6.0,2026-06-26 13:30:50
0.9142491,0.1448854,50.12154,anatomy-tutor-fast,363.0,2.0,2026-06-26 13:30:51
4.293918,0.1454078,25.51244,anatomy-tutor-fast,528.0,79.0,2026-06-26 13:30:56
2.770014,0.1565131,25.80713,anatomy-tutor-fast,522.0,38.0,2026-06-26 13:30:59
5.745413,0.152849,25.42539,anatomy-tutor-fast,580.0,108.0,2026-06-26 13:31:05
3.742265,0.1522276,25.59691,anatomy-tutor-fast,581.0,57.0,2026-06-26 13:31:09
4.500616,0.1577104,25.43305,anatomy-tutor-fast,564.0,76.0,2026-06-26 13:31:13
3.01163,0.1486172,25.63108,anatomy-tutor-fast,518.0,44.0,2026-06-26 13:31:16
2.946406,0.1579244,25.89031,anatomy-tutor-fast,591.0,37.0,2026-06-26 13:31:20
1.143509,0.1592499,49.96003,anatomy-tutor-fast,435.0,2.0,2026-06-26 13:31:21
3.000758,0.1580448,25.67209,anatomy-tutor-fast,468.0,51.0,2026-06-26 13:31:24
2.901261,0.1682465,25.75804,anatomy-tutor-fast,479.0,42.0,2026-06-26 13:31:27
5.050527,0.1621729,25.3738,anatomy-tutor-fast,477.0,96.0,2026-06-26 13:31:33
2.351207,0.1564937,25.93066,anatomy-tutor-fast,482.0,28.0,2026-06-26 13:31:35
2.754831,0.155116,25.95368,anatomy-tutor-fast,546.0,33.0,2026-06-26 13:31:38
3.817414,0.1650777,25.63666,anatomy-tutor-fast,671.0,49.0,2026-06-26 13:31:42
8.560998,0.1555414,25.28821,anatomy-tutor-fast,574.0,178.0,2026-06-26 13:31:51
3.257108,0.1552136,25.61918,anatomy-tutor-fast,498.0,50.0,2026-06-26 13:31:54
1.46234,0.1493277,29.98396,anatomy-tutor-fast,484.0,6.0,2026-06-26 13:31:56
8.726269,0.1545041,25.21076,anatomy-tutor-fast,772.0,167.0,2026-06-26 13:32:05
4.177938,0.1534295,25.5062,anatomy-tutor-fast,636.0,62.0,2026-06-26 13:32:09
4.957551,0.1593488,25.39464,anatomy-tutor-fast,751.0,72.0,2026-06-26 13:32:15
1.535228,0.1662873,30.22899,anatomy-tutor-fast,503.0,6.0,2026-06-26 13:32:16
2.640939,0.1565872,25.8817,anatomy-tutor-fast,529.0,35.0,2026-06-26 13:32:19
4.074265,0.1621262,25.51584,anatomy-tutor-fast,596.0,65.0,2026-06-26 13:32:23
2.504013,0.1638765,26.04123,anatomy-tutor-fast,524.0,31.0,2026-06-26 13:32:26
2.858056,0.1586646,25.92352,anatomy-tutor-fast,574.0,35.0,2026-06-26 13:32:29
2.996794,0.1621236,25.75497,anatomy-tutor-fast,497.0,44.0,2026-06-26 13:32:32
3.919663,0.1578187,25.56108,anatomy-tutor-fast,537.0,67.0,2026-06-26 13:32:36
5.323549,0.1608168,25.35927,anatomy-tutor-fast,637.0,92.0,2026-06-26 13:32:42
2.690133,0.1605211,25.92495,anatomy-tutor-fast,492.0,36.0,2026-06-26 13:32:45
3.139006,0.1601537,25.83816,anatomy-tutor-fast,598.0,42.0,2026-06-26 13:32:48
1.141869,0.1520581,50.4045,anatomy-tutor-fast,441.0,2.0,2026-06-26 13:32:50
1.460165,0.1556497,30.24148,anatomy-tutor-fast,488.0,6.0,2026-06-26 13:32:51
0.9237003,0.1550444,50.42229,anatomy-tutor-fast,401.0,2.0,2026-06-26 13:32:52
5.922584,0.1499716,25.35735,anatomy-tutor-fast,603.0,114.0,2026-06-26 13:32:59
4.887083,0.1582301,25.44262,anatomy-tutor-fast,625.0,81.0,2026-06-26 13:33:04
1.311431,0.1517745,30.1694,anatomy-tutor-fast,463.0,6.0,2026-06-26 13:33:05
2.547234,0.149159,25.97018,anatomy-tutor-fast,523.0,33.0,2026-06-26 13:33:08
4.176606,0.1495849,25.51607,anatomy-tutor-fast,509.0,74.0,2026-06-26 13:33:12
5.299065,0.153537,25.42988,anatomy-tutor-fast,543.0,97.0,2026-06-26 13:33:18
2.703424,0.1461422,25.96028,anatomy-tutor-fast,592.0,31.0,2026-06-26 13:33:21
4.211804,0.1511659,25.52691,anatomy-tutor-fast,496.0,75.0,2026-06-26 13:33:25
1.124291,0.1542508,50.01751,anatomy-tutor-fast,436.0,2.0,2026-06-26 13:33:26
2.556146,0.1576201,25.86471,anatomy-tutor-fast,523.0,35.0,2026-06-26 13:33:29
4.067937,0.1422935,25.54244,anatomy-tutor-fast,539.0,71.0,2026-06-26 13:33:33
3.044775,0.1528267,25.75454,anatomy-tutor-fast,537.0,45.0,2026-06-26 13:33:37
1.123888,0.1544128,50.21593,anatomy-tutor-fast,435.0,2.0,2026-06-26 13:33:38
1.131157,0.1528383,33.38982,anatomy-tutor-fast,469.0,4.0,2026-06-26 13:33:39
1.935206,0.1460562,50.05506,anatomy-tutor-fast,717.0,2.0,2026-06-26 13:33:42
1.491574,0.1517979,30.27902,anatomy-tutor-fast,496.0,6.0,2026-06-26 13:33:43
4.272003,0.150324,25.34041,anatomy-tutor-fast,600.0,70.0,2026-06-26 13:33:48
4.397859,0.1645776,25.5344,anatomy-tutor-fast,595.0,73.0,2026-06-26 13:33:52
3.307997,0.1507617,25.77025,anatomy-tutor-fast,578.0,46.0,2026-06-26 13:33:56
4.677888,0.154221,25.4211,anatomy-tutor-fast,543.0,81.0,2026-06-26 13:34:01
5.477033,0.1431773,25.42377,anatomy-tutor-fast,578.0,101.0,2026-06-26 13:34:06
4.175556,0.1519314,25.55347,anatomy-tutor-fast,605.0,64.0,2026-06-26 13:34:11
4.557372,0.1413899,25.4276,anatomy-tutor-fast,785.0,62.0,2026-06-26 13:34:15
3.927086,0.143535,25.50587,anatomy-tutor-fast,489.0,67.0,2026-06-26 13:34:20
4.020374,0.1579565,25.29744,anatomy-tutor-fast,549.0,64.0,2026-06-26 13:34:24
3.612665,0.1433607,25.61556,anatomy-tutor-fast,578.0,54.0,2026-06-26 13:34:28
3.027055,0.1626343,25.75959,anatomy-tutor-fast,553.0,39.0,2026-06-26 13:34:31
4.714427,0.1571889,25.3189,anatomy-tutor-fast,744.0,66.0,2026-06-26 13:34:36
3.020069,0.1439679,25.85891,anatomy-tutor-fast,551.0,39.0,2026-06-26 13:34:39
3.962586,0.1524309,25.60822,anatomy-tutor-fast,674.0,53.0,2026-06-26 13:34:43
2.828344,0.1606263,25.7989,anatomy-tutor-fast,535.0,39.0,2026-06-26 13:34:46
2.236057,0.1512464,26.12583,anatomy-tutor-fast,455.0,30.0,2026-06-26 13:34:49
2.332831,0.1545039,26.34813,anatomy-tutor-fast,584.0,22.0,2026-06-26 13:34:51
1.404129,0.1584183,33.4314,anatomy-tutor-fast,499.0,4.0,2026-06-26 13:34:53
1.513691,0.1498983,49.63025,anatomy-tutor-fast,544.0,2.0,2026-06-26 13:34:54
4.720303,0.1453848,25.4794,anatomy-tutor-fast,616.0,78.0,2026-06-26 13:34:59
4.527055,0.152329,25.517,anatomy-tutor-fast,479.0,83.0,2026-06-26 13:35:04
2.556686,0.153929,25.93628,anatomy-tutor-fast,528.0,33.0,2026-06-26 13:35:07
2.354695,0.1542891,26.14203,anatomy-tutor-fast,521.0,28.0,2026-06-26 13:35:09
23.67318,5.781812,6.172669,anatomy-tutor,607.0,77.0,2026-06-26 13:35:33
23.01755,0.0258659,6.096145,anatomy-tutor,722.0,98.0,2026-06-26 13:35:57
13.35641,0.027452,6.22248,anatomy-tutor,661.0,42.0,2026-06-26 13:36:10
21.42779,0.0267817,6.146072,anatomy-tutor,641.0,94.0,2026-06-26 13:36:32
