totalRequestTime,loadSeconds,evalTokensPerSecond,modelName,promptTokenCount,outputTokenCount,timestamp
11.89659,7.416123,19.85088,anatomy-tutor-fast,526.0,47.0,2026-06-26 16:35:34
6.055904,0.1651107,19.88532,anatomy-tutor-fast,619.0,82.0,2026-06-26 16:35:40
9.53431,0.1607191,19.75454,anatomy-tutor-fast,549.0,154.0,2026-06-26 16:35:50
3.39562,0.1655878,20.15852,anatomy-tutor-fast,526.0,38.0,2026-06-26 16:35:54
5.992445,0.1576407,19.85263,anatomy-tutor-fast,465.0,94.0,2026-06-26 16:36:00
30.60059,17.3805,6.658173,anatomy-tutor,607.0,49.0,2026-06-26 16:36:31
9.353763,0.031644,6.931897,anatomy-tutor,722.0,17.0,2026-06-26 16:36:40
16.8866,0.03059,6.641788,anatomy-tutor,661.0,69.0,2026-06-26 16:36:57
16.90167,0.0290378,6.652503,anatomy-tutor,641.0,70.0,2026-06-26 16:37:15
5.455089,0.0238908,9.879763,anatomy-tutor,542.0,3.0,2026-06-26 16:37:20
25.37441,12.8994,6.057347,ncatmedllama,586.0,43.0,2026-06-26 16:37:46
21.99598,0.0254686,5.884718,ncatmedllama,701.0,90.0,2026-06-26 16:38:08
16.24783,0.0274383,5.983562,ncatmedllama,640.0,58.0,2026-06-26 16:38:25
11.50493,0.0333453,6.095773,ncatmedllama,620.0,31.0,2026-06-26 16:38:36
10.78111,0.0293223,6.090757,ncatmedllama,521.0,33.0,2026-06-26 16:38:47
56.92016,12.65614,7.048963,meditron,470.0,283.0,2026-06-26 16:39:44
